,experiment_id,sample_id,system_class,system_class_xval,diffuse_binary,disordered_binary,crystalline_binary,diffuse_binary_xval,diffuse_binary_pr,disordered_binary_xval,disordered_binary_pr,crystalline_binary_xval,crystalline_binary_pr
302,R2_201811,R2_201811_1541570304,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
294,R2_201811,R2_201811_1541580573,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
290,R2_201811,R2_201811_1541578866,disordered__disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
291,R2_201811,R2_201811_1541577178,disordered__disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
296,R2_201811,R2_201811_1541565127,unidentified,unidentified,False,False,False,False,False,False,False,False,False
105,R2_20190424,R2_20190424_8_1556295257,diffuse,diffuse,True,False,False,True,True,False,False,False,False
99,R2_20190424,R2_20190424_1_1556265593,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
101,R2_20190424,R2_20190424_5_1556278596,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
102,R2_20190424,R2_20190424_2_1556267826,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
103,R2_20190424,R2_20190424_3_1556271437,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
104,R2_20190424,R2_20190424_4_1556275631,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
98,R2_20190424,R2_20190424_6_1556284387,unidentified,unidentified,False,False,False,False,False,False,False,False,False
100,R2_20190424,R2_20190424_7_1556289966,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1103,R3_201611,R3_201611_1479675915,diffuse__disordered,disordered__disordered,True,True,False,False,False,True,True,False,False
1106,R3_201611,R3_201611_1479675926,diffuse__disordered,diffuse,True,True,False,True,True,False,False,False,False
1126,R3_201611,R3_201611_1479675948,diffuse__disordered,diffuse__diffuse,True,True,False,True,True,False,False,False,False
1147,R3_201611,R3_201611_1479675937,diffuse__disordered,diffuse__diffuse,True,True,False,True,True,False,False,False,False
1078,R3_201611,R3_201611_1479675960,diffuse__disordered__crystalline,diffuse__disordered,True,True,True,True,True,False,True,False,False
1127,R3_201611,R3_201611_1479675633,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1116,R3_201611,R3_201611_1479675903,disordered,unidentified,False,True,False,False,False,False,False,False,False
1075,R3_201611,R3_201611_1479675509,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1141,R3_201611,R3_201611_1479675892,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1139,R3_201611,R3_201611_1479675836,disordered,unidentified,False,True,False,False,False,False,False,False,False
1082,R3_201611,R3_201611_1479675847,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1144,R3_201611,R3_201611_1479675565,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1108,R3_201611,R3_201611_1479675689,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1113,R3_201611,R3_201611_1479675701,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1066,R3_201611,R3_201611_1479675723,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1148,R3_201611,R3_201611_1479675655,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1105,R3_201611,R3_201611_1479675577,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1097,R3_201611,R3_201611_1479675520,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1085,R3_201611,R3_201611_1479675881,disordered,unidentified,False,True,False,False,False,False,False,False,False
1068,R3_201611,R3_201611_1479675870,disordered,unidentified,False,True,False,False,False,False,False,False,False
1073,R3_201611,R3_201611_1479675543,disordered,unidentified,False,True,False,False,False,False,False,False,False
1087,R3_201611,R3_201611_1479675712,disordered,unidentified,False,True,False,False,False,False,False,False,False
1063,R3_201611,R3_201611_1479675779,disordered,unidentified,False,True,False,False,False,False,False,False,False
1095,R3_201611,R3_201611_1479675666,disordered,unidentified,False,True,False,False,False,False,False,False,False
1111,R3_201611,R3_201611_1479675813,disordered,unidentified,False,True,False,False,False,False,False,False,False
1129,R3_201611,R3_201611_1479675554,disordered,unidentified,False,True,False,False,False,False,False,False,False
1100,R3_201611,R3_201611_1479675588,disordered,unidentified,False,True,False,False,False,False,False,False,False
1071,R3_201611,R3_201611_1479675858,disordered,unidentified,False,True,False,False,False,False,False,False,False
1125,R3_201611,R3_201611_1479675644,disordered,unidentified,False,True,False,False,False,False,False,False,False
1077,R3_201611,R3_201611_1479675678,disordered,unidentified,False,True,False,False,False,False,False,False,False
1119,R3_201611,R3_201611_1479675825,disordered,unidentified,False,True,False,False,False,False,False,False,False
1080,R3_201611,R3_201611_1479675994,disordered__crystalline,disordered__crystalline,False,True,True,True,False,False,True,True,True
1092,R3_201611,R3_201611_1479675982,disordered__crystalline,disordered__crystalline,False,True,True,True,False,True,True,True,True
1094,R3_201611,R3_201611_1479675971,disordered__crystalline,disordered__crystalline,False,True,True,True,False,True,True,True,True
1101,R3_201611,R3_201611_1479676039,disordered__crystalline,disordered__crystalline,False,True,True,False,False,True,True,True,True
1104,R3_201611,R3_201611_1479676028,disordered__crystalline,disordered__crystalline,False,True,True,False,False,True,True,True,True
1128,R3_201611,R3_201611_1479676005,disordered__crystalline,disordered__crystalline,False,True,True,True,False,False,True,True,True
1145,R3_201611,R3_201611_1479676016,disordered__crystalline,disordered__crystalline,False,True,True,False,False,True,True,True,True
1531,R4_201611,R4_201611_1479692880,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1588,R4_201611,R4_201611_1479692656,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1517,R4_201611,R4_201611_1479693939,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1519,R4_201611,R4_201611_1479692667,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1539,R4_201611,R4_201611_1479692678,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1512,R4_201611,R4_201611_1479692756,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1541,R4_201611,R4_201611_1479693963,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1546,R4_201611,R4_201611_1479692768,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1591,R4_201611,R4_201611_1479692711,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1535,R4_201611,R4_201611_1479693566,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1617,R4_201611,R4_201611_1479692723,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1536,R4_201611,R4_201611_1479692689,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1522,R4_201611,R4_201611_1479692700,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1523,R4_201611,R4_201611_1479694232,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1615,R4_201611,R4_201611_1479692779,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1570,R4_201611,R4_201611_1479692734,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1566,R4_201611,R4_201611_1479692745,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1556,R4_201611,R4_201611_1479693307,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1574,R4_201611,R4_201611_1479693636,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1564,R4_201611,R4_201611_1479696803,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1577,R4_201611,R4_201611_1479696830,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1596,R4_201611,R4_201611_1479692801,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1515,R4_201611,R4_201611_1479692835,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1561,R4_201611,R4_201611_1479693072,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1631,R4_201611,R4_201611_1479693518,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1552,R4_201611,R4_201611_1479692869,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1613,R4_201611,R4_201611_1479692813,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1581,R4_201611,R4_201611_1479693613,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1614,R4_201611,R4_201611_1479693706,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1607,R4_201611,R4_201611_1479693354,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1610,R4_201611,R4_201611_1479694637,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1628,R4_201611,R4_201611_1479693213,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1584,R4_201611,R4_201611_1479692857,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1578,R4_201611,R4_201611_1479692846,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1622,R4_201611,R4_201611_1479693892,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1635,R4_201611,R4_201611_1479692902,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1602,R4_201611,R4_201611_1479692925,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1524,R4_201611,R4_201611_1479693259,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1593,R4_201611,R4_201611_1479692790,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1543,R4_201611,R4_201611_1479692824,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1612,R4_201611,R4_201611_1479693776,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1579,R4_201611,R4_201611_1479693846,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1600,R4_201611,R4_201611_1479693471,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1540,R4_201611,R4_201611_1479692372,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1608,R4_201611,R4_201611_1479692439,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1576,R4_201611,R4_201611_1479692394,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1621,R4_201611,R4_201611_1479692360,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1518,R4_201611,R4_201611_1479692383,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1528,R4_201611,R4_201611_1479692428,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1592,R4_201611,R4_201611_1479692259,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1563,R4_201611,R4_201611_1479692293,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1511,R4_201611,R4_201611_1479692248,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1580,R4_201611,R4_201611_1479692507,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1550,R4_201611,R4_201611_1479692553,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1624,R4_201611,R4_201611_1479692450,diffuse,diffuse__disordered,True,False,False,True,True,True,True,False,False
1587,R4_201611,R4_201611_1479692349,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1575,R4_201611,R4_201611_1479692519,diffuse,unidentified,True,False,False,False,False,False,False,False,False
1585,R4_201611,R4_201611_1479692406,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1521,R4_201611,R4_201611_1479692304,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1525,R4_201611,R4_201611_1479692485,diffuse,unidentified,True,False,False,False,False,False,False,False,False
1618,R4_201611,R4_201611_1479692327,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1601,R4_201611,R4_201611_1479692531,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1547,R4_201611,R4_201611_1479692236,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1605,R4_201611,R4_201611_1479692473,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1627,R4_201611,R4_201611_1479692462,diffuse,diffuse__disordered,True,False,False,True,True,True,True,False,False
1555,R4_201611,R4_201611_1479692417,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1595,R4_201611,R4_201611_1479692202,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1590,R4_201611,R4_201611_1479692338,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1537,R4_201611,R4_201611_1479692315,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1633,R4_201611,R4_201611_1479692542,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1558,R4_201611,R4_201611_1479692496,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1514,R4_201611,R4_201611_1479692214,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1544,R4_201611,R4_201611_1479692225,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1616,R4_201611,R4_201611_1479692270,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1572,R4_201611,R4_201611_1479692281,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1620,R4_201611,R4_201611_1479692644,diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
1530,R4_201611,R4_201611_1479692576,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
1533,R4_201611,R4_201611_1479692565,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
1553,R4_201611,R4_201611_1479692587,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1562,R4_201611,R4_201611_1479692621,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
1598,R4_201611,R4_201611_1479692610,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1636,R4_201611,R4_201611_1479692599,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1567,R4_201611,R4_201611_1479692632,diffuse__diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
146,R4_20190417,R4_20190417_1555784916,diffuse,diffuse,True,False,False,True,True,False,False,False,False
150,R4_20190417,R4_20190417_1555788973,diffuse,diffuse,True,False,False,True,True,False,False,False,False
142,R4_20190417,R4_20190417_1555964282,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
143,R4_20190417,R4_20190417_1555786107,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
144,R4_20190417,R4_20190417_1555840481,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
145,R4_20190417,R4_20190417_1555845971,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
147,R4_20190417,R4_20190417_1555787305,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
148,R4_20190417,R4_20190417_1555835064,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
151,R4_20190417,R4_20190417_1555856926,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
152,R4_20190417,R4_20190417_1555851373,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
149,R4_20190417,R4_20190417_1555830093,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,True,True,False,False
535,R5_201611,R5_201611_1479755987,crystalline,crystalline,False,False,True,False,False,False,False,True,True
613,R5_201611,R5_201611_1479755886,crystalline,crystalline,False,False,True,True,False,False,False,True,True
629,R5_201611,R5_201611_1479756032,crystalline,crystalline,False,False,True,True,False,False,False,True,True
618,R5_201611,R5_201611_1479756021,crystalline,crystalline,False,False,True,False,False,False,False,True,True
634,R5_201611,R5_201611_1479755897,crystalline,crystalline,False,False,True,False,False,False,False,True,True
610,R5_201611,R5_201611_1479755965,crystalline,crystalline,False,False,True,False,False,False,False,True,True
575,R5_201611,R5_201611_1479755920,crystalline,crystalline,False,False,True,False,False,False,False,True,True
588,R5_201611,R5_201611_1479755908,crystalline,crystalline,False,False,True,True,False,False,False,True,True
593,R5_201611,R5_201611_1479755998,crystalline,crystalline,False,False,True,False,False,False,False,True,True
570,R5_201611,R5_201611_1479756010,crystalline,crystalline,False,False,True,False,False,False,False,True,True
637,R5_201611,R5_201611_1479755953,crystalline,crystalline,False,False,True,False,False,False,False,True,True
520,R5_201611,R5_201611_1479755976,crystalline,crystalline,False,False,True,False,False,False,False,True,True
590,R5_201611,R5_201611_1479755942,crystalline,crystalline,False,False,True,False,False,False,False,True,True
573,R5_201611,R5_201611_1479755931,crystalline,crystalline,False,False,True,False,False,False,False,True,True
683,R5_201611,R5_201611_1479755763,diffuse,diffuse,True,False,False,True,True,False,False,False,False
663,R5_201611,R5_201611_1479755752,diffuse,diffuse,True,False,False,True,True,False,False,False,False
606,R5_201611,R5_201611_1479755707,diffuse,unidentified,True,False,False,False,False,False,False,False,False
586,R5_201611,R5_201611_1479755674,diffuse,unidentified,True,False,False,False,False,False,False,False,False
594,R5_201611,R5_201611_1479755494,diffuse,unidentified,True,False,False,False,False,False,False,False,False
556,R5_201611,R5_201611_1479755663,diffuse,unidentified,True,False,False,False,False,False,False,False,False
612,R5_201611,R5_201611_1479755607,diffuse,unidentified,True,False,False,False,False,False,False,False,False
630,R5_201611,R5_201611_1479755505,diffuse,unidentified,True,False,False,False,False,False,False,False,False
546,R5_201611,R5_201611_1479755539,diffuse,unidentified,True,False,False,False,False,False,False,False,False
643,R5_201611,R5_201611_1479755652,diffuse,disordered__disordered,True,False,False,False,False,True,True,False,False
569,R5_201611,R5_201611_1479755482,diffuse,unidentified,True,False,False,False,False,False,False,False,False
572,R5_201611,R5_201611_1479755562,diffuse,unidentified,True,False,False,False,False,False,False,False,False
584,R5_201611,R5_201611_1479755729,diffuse,disordered__disordered,True,False,False,False,False,True,True,False,False
609,R5_201611,R5_201611_1479755573,diffuse,unidentified,True,False,False,False,False,False,False,False,False
617,R5_201611,R5_201611_1479755516,diffuse,unidentified,True,False,False,False,False,False,False,False,False
633,R5_201611,R5_201611_1479755448,diffuse,unidentified,True,False,False,False,False,False,False,False,False
574,R5_201611,R5_201611_1479755618,diffuse,unidentified,True,False,False,False,False,False,False,False,False
635,R5_201611,R5_201611_1479755596,diffuse,unidentified,True,False,False,False,False,False,False,False,False
509,R5_201611,R5_201611_1479755528,diffuse,unidentified,True,False,False,False,False,False,False,False,False
558,R5_201611,R5_201611_1479755741,diffuse,diffuse,True,False,False,True,True,False,False,False,False
620,R5_201611,R5_201611_1479755718,diffuse,unidentified,True,False,False,False,False,False,False,False,False
604,R5_201611,R5_201611_1479755696,diffuse,unidentified,True,False,False,False,False,False,False,False,False
638,R5_201611,R5_201611_1479755584,diffuse,unidentified,True,False,False,False,False,False,False,False,False
589,R5_201611,R5_201611_1479755629,diffuse,unidentified,True,False,False,False,False,False,False,False,False
566,R5_201611,R5_201611_1479755471,diffuse,unidentified,True,False,False,False,False,False,False,False,False
622,R5_201611,R5_201611_1479755685,diffuse,unidentified,True,False,False,False,False,False,False,False,False
677,R5_201611,R5_201611_1479755640,diffuse,unidentified,True,False,False,False,False,False,False,False,False
596,R5_201611,R5_201611_1479756077,diffuse__crystalline,diffuse__crystalline,True,False,True,False,True,True,False,True,True
653,R5_201611,R5_201611_1479756100,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
567,R5_201611,R5_201611_1479756066,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
667,R5_201611,R5_201611_1479756088,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
565,R5_201611,R5_201611_1479756111,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
602,R5_201611,R5_201611_1479756144,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
650,R5_201611,R5_201611_1479758356,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
577,R5_201611,R5_201611_1479756122,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
580,R5_201611,R5_201611_1479756178,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
624,R5_201611,R5_201611_1479756133,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
562,R5_201611,R5_201611_1479756189,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
536,R5_201611,R5_201611_1479757416,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
632,R5_201611,R5_201611_1479756044,diffuse__crystalline,diffuse__crystalline,True,False,True,False,True,False,False,True,True
615,R5_201611,R5_201611_1479756055,diffuse__crystalline,diffuse__crystalline,True,False,True,False,True,False,False,True,True
659,R5_201611,R5_201611_1479756201,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
619,R5_201611,R5_201611_1479756223,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
583,R5_201611,R5_201611_1479756256,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
686,R5_201611,R5_201611_1479756212,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
512,R5_201611,R5_201611_1479758285,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
670,R5_201611,R5_201611_1479758428,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
599,R5_201611,R5_201611_1479756156,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
627,R5_201611,R5_201611_1479756167,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
557,R5_201611,R5_201611_1479756279,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
571,R5_201611,R5_201611_1479757802,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
646,R5_201611,R5_201611_1479757239,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
568,R5_201611,R5_201611_1479757183,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
649,R5_201611,R5_201611_1479757733,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
671,R5_201611,R5_201611_1479757760,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
607,R5_201611,R5_201611_1479756234,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
559,R5_201611,R5_201611_1479756246,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
674,R5_201611,R5_201611_1479757250,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
608,R5_201611,R5_201611_1479757284,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
550,R5_201611,R5_201611_1479755864,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
561,R5_201611,R5_201611_1479755797,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
564,R5_201611,R5_201611_1479755830,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
578,R5_201611,R5_201611_1479755819,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
581,R5_201611,R5_201611_1479755808,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
598,R5_201611,R5_201611_1479755785,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
601,R5_201611,R5_201611_1479755841,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
625,R5_201611,R5_201611_1479755852,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
628,R5_201611,R5_201611_1479755774,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
528,R5_201611,R5_201611_1479755875,diffuse__diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
135,R5_20190417,R5_20190417_1555880344,diffuse,diffuse,True,False,False,True,True,False,False,False,False
137,R5_20190417,R5_20190417_1555994774,diffuse,unidentified,True,False,False,False,False,False,False,False,False
139,R5_20190417,R5_20190417_1555983613,diffuse,diffuse,True,False,False,True,True,False,False,False,False
131,R5_20190417,R5_20190417_1555882718,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
132,R5_20190417,R5_20190417_1555968926,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
134,R5_20190417,R5_20190417_1555972808,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
136,R5_20190417,R5_20190417_1555989107,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
138,R5_20190417,R5_20190417_1555876280,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
140,R5_20190417,R5_20190417_1555978190,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
141,R5_20190417,R5_20190417_1555878455,diffuse__diffuse,diffuse,True,False,False,False,True,False,False,False,False
133,R5_20190417,R5_20190417_1556030524,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1435,R6_201611,R6_201611_1479768075,crystalline,crystalline,False,False,True,True,False,False,False,True,True
1466,R6_201611,R6_201611_1479768053,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1423,R6_201611,R6_201611_1479768086,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1476,R6_201611,R6_201611_1479768064,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1488,R6_201611,R6_201611_1479768097,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1509,R6_201611,R6_201611_1479768109,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1494,R6_201611,R6_201611_1479768266,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1507,R6_201611,R6_201611_1479768120,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1470,R6_201611,R6_201611_1479768165,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1462,R6_201611,R6_201611_1479768176,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1467,R6_201611,R6_201611_1479769072,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1438,R6_201611,R6_201611_1479768243,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1433,R6_201611,R6_201611_1479768154,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1444,R6_201611,R6_201611_1479768967,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1492,R6_201611,R6_201611_1479768187,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1417,R6_201611,R6_201611_1479768888,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1453,R6_201611,R6_201611_1479768730,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1425,R6_201611,R6_201611_1479768142,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1490,R6_201611,R6_201611_1479768131,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1459,R6_201611,R6_201611_1479768941,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1446,R6_201611,R6_201611_1479768401,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1421,R6_201611,R6_201611_1479768232,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1504,R6_201611,R6_201611_1479768255,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1440,R6_201611,R6_201611_1479768277,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1424,R6_201611,R6_201611_1479767772,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1436,R6_201611,R6_201611_1479767794,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1445,R6_201611,R6_201611_1479767951,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1510,R6_201611,R6_201611_1479767805,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1508,R6_201611,R6_201611_1479767749,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1463,R6_201611,R6_201611_1479767727,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1422,R6_201611,R6_201611_1479767783,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1431,R6_201611,R6_201611_1479767884,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1420,R6_201611,R6_201611_1479767637,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1489,R6_201611,R6_201611_1479767738,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1419,R6_201611,R6_201611_1479767693,diffuse,diffuse,True,False,False,True,True,False,False,False,False
